Campaign name,Ad set name,Ad name,Day,Age,Gender,Impressions,Reach,Frequency,Clicks (All),Link clicks,CTR (link click-through rate),CPC (cost per link click) (EUR),Amount spent (EUR),Results,Cost per results,Result type
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-17,55-64,Female,1727,1021.0,1.69,33,18,1.05,0.47,8.46,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-20,55-64,Female,1102,706.0,1.56,36,23,2.11,0.45,10.35,1.0,10.35,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-07,55-64,Male,1199,870.0,1.38,28,15,1.25,0.7,10.5,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-22,45-54,Female,910,618.0,1.47,35,18,2.02,0.33,5.94,1.0,5.94,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-06,55-64,Male,2057,1064.0,1.93,32,19,0.91,0.38,7.22,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-23,35-44,Male,1787,948.0,1.89,48,32,1.77,0.33,10.56,1.0,10.56,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-19,18-24,Female,1898,1040.0,1.82,63,30,1.58,0.44,13.2,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-08,18-24,Male,2359,1601.0,1.47,101,45,1.9,0.45,20.25,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-02,55-64,Female,1975,1109.0,1.78,62,33,1.65,0.41,13.53,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-02,55-64,Female,1662,772.0,2.15,49,32,1.96,0.4,12.8,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-20,25-34,Female,2634,1216.0,2.17,58,28,1.08,0.49,13.72,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-11,55-64,Male,1770,1087.0,1.63,46,26,1.45,0.43,11.18,1.0,11.18,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-19,25-34,Female,2576,1886.0,1.37,65,34,1.33,0.54,18.36,1.0,18.36,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-25,25-34,Female,1384,750.0,1.85,52,31,2.22,0.32,9.92,1.0,9.92,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-10,18-24,Female,1574,846.0,1.86,53,24,1.54,0.62,14.88,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-02,65+,Female,1858,1376.0,1.35,54,29,1.57,0.47,13.63,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-30,55-64,Male,2592,1868.0,1.39,70,31,1.18,0.54,16.74,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-30,35-44,Female,4073,2337.0,1.74,181,79,1.94,0.42,33.18,2.0,16.59,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-08-31,45-54,Male,2456,1230.0,2.0,95,54,2.22,0.44,23.76,2.0,11.88,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-23,55-64,Male,1319,676.0,1.95,48,22,1.64,0.49,10.78,1.0,10.78,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-08,35-44,Female,2607,1764.0,1.48,94,44,1.67,0.6,26.4,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-10,18-24,Male,2510,,,82,50,1.98,0.41,20.5,1.0,20.5,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-26,65+,Female,852,558.0,1.53,13,9,1.03,0.49,4.41,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-25,45-54,Male,2443,1227.0,1.99,47,29,1.21,0.35,10.15,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-07,45-54,Female,1900,1408.0,1.35,50,33,1.75,0.54,17.82,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-17,35-44,Female,1315,634.0,2.07,39,23,1.78,0.57,13.11,1.0,13.11,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-26,55-64,Male,2609,1487.0,1.75,139,61,2.32,0.4,24.4,2.0,12.2,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-21,45-54,Female,2325,1191.0,1.95,94,45,1.95,0.45,20.25,1.0,20.25,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-13,45-54,Male,1862,860.0,2.17,44,29,1.56,0.43,12.47,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-08-03,18-24,Male,3249,1619.0,2.01,65,34,1.06,0.53,18.02,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-01,45-54,Male,1868,1150.0,1.62,80,46,2.48,0.54,24.84,1.0,24.84,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-29,55-64,Female,787,569.0,1.38,30,15,1.92,0.55,8.25,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-17,55-64,Female,932,495.0,1.88,28,17,1.8,0.7,11.9,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-03,55-64,Female,1288,726.0,1.77,29,17,1.35,0.44,7.48,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-27,18-24,Male,1643,775.0,2.12,76,38,2.28,0.42,15.96,1.0,15.96,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-08,65+,Female,1224,675.0,1.81,42,19,1.56,0.43,8.17,1.0,8.17,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-05,45-54,Male,1218,778.0,1.57,57,27,2.21,0.43,11.61,1.0,11.61,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-30,35-44,Female,1359,855.0,1.59,33,19,1.41,0.38,7.22,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-09,45-54,Female,1634,877.0,1.86,37,18,1.09,0.49,8.82,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-17,25-34,Male,2295,1162.0,1.98,55,27,1.2,0.43,11.61,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-27,25-34,Female,3464,2238.0,1.55,93,65,1.87,0.39,25.35,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-10,65+,Female,1045,750.0,1.39,30,14,1.32,0.4,5.6,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-29,65+,Female,953,481.0,1.98,33,16,1.67,0.5,8.0,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-03,55-64,Female,2330,1152.0,2.02,63,36,1.55,0.55,19.8,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-13,25-34,Male,2635,1364.0,1.93,74,53,2.0,0.41,21.73,1.0,21.73,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-06,25-34,Female,1320,628.0,2.1,45,21,1.61,0.6,12.6,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-12,18-24,Male,2480,1206.0,2.06,53,31,1.27,0.51,15.81,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-11,45-54,Female,1912,888.0,2.15,46,25,1.33,0.4,10.0,1.0,10.0,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-06,45-54,Female,3465,2316.0,1.5,100,47,1.35,0.4,18.8,1.0,18.8,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-05,65+,Female,1453,685.0,2.12,77,35,2.4,0.41,14.35,1.0,14.35,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-08-25,18-24,Male,3195,2332.0,1.37,87,43,1.35,0.46,19.78,1.0,19.78,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-17,35-44,Male,2888,1353.0,2.13,54,32,1.13,0.53,16.96,1.0,16.96,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-18,25-34,Male,2298,1495.0,1.54,48,24,1.04,0.58,13.92,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-06,35-44,Male,1305,719.0,1.82,32,19,1.49,0.41,7.79,1.0,7.79,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-16,25-34,Female,3412,1764.0,1.93,81,43,1.26,0.47,20.21,1.0,20.21,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-09,55-64,Female,2024,1259.0,1.61,51,23,1.15,0.41,9.43,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-26,65+,Female,1212,622.0,1.95,45,21,1.72,0.42,8.82,1.0,8.82,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-07-04,18-24,Male,1462,1100.0,1.33,31,20,1.37,0.64,12.8,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-07,18-24,Female,1740,977.0,1.78,50,29,1.66,0.51,14.79,1.0,14.79,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-15,18-24,Female,3022,1875.0,1.61,54,32,1.05,0.4,12.8,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-12,18-24,Female,1707,877.0,1.95,48,29,1.7,0.57,16.53,1.0,16.53,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-20,35-44,Male,3087,1536.0,2.01,42,29,0.95,0.42,12.18,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-18,25-34,Female,1458,963.0,1.51,27,15,1.03,0.58,8.7,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-10,65+,Male,662,379.0,1.75,11,7,1.04,0.41,2.87,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-09,65+,Female,786,510.0,1.54,12,8,1.03,0.48,3.84,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-10,55-64,Male,2562,1784.0,1.44,78,34,1.34,0.31,10.54,1.0,10.54,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-09,65+,Male,1462,1020.0,1.43,48,25,1.72,0.5,12.5,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-01,65+,Female,1159,538.0,2.15,37,22,1.88,0.54,11.88,1.0,11.88,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-11,45-54,Male,3111,1557.0,2.0,56,29,0.92,0.51,14.79,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-08-07,18-24,Female,2388,1223.0,1.95,80,37,1.53,0.53,19.61,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-20,45-54,Male,2065,1286.0,1.61,45,25,1.22,0.41,10.25,1.0,10.25,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-22,25-34,Male,2349,1742.0,1.35,76,42,1.79,0.52,21.84,1.0,21.84,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-11,18-24,Male,2723,1446.0,1.88,83,43,1.58,0.63,27.09,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-19,18-24,Male,2274,1161.0,1.96,99,44,1.93,0.47,20.68,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-26,18-24,Male,2162,1069.0,2.02,54,36,1.67,0.41,14.76,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-14,45-54,Male,2795,1413.0,1.98,59,29,1.04,0.48,13.92,1.0,13.92,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-08,18-24,Male,2330,1428.0,1.63,69,33,1.43,0.46,15.18,1.0,15.18,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-08-09,35-44,Male,1368,760.0,1.8,39,22,1.61,0.52,11.44,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-05,55-64,Male,1386,838.0,1.65,32,18,1.29,0.38,6.84,1.0,6.84,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-20,45-54,Female,1619,876.0,1.85,44,21,1.31,0.46,9.66,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-13,25-34,Male,4164,2264.0,1.84,146,68,1.64,0.44,29.92,2.0,14.96,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-16,25-34,Female,2248,1228.0,1.83,64,33,1.46,0.44,14.52,1.0,14.52,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-11,18-24,Male,2482,1379.0,1.8,77,42,1.68,0.36,15.12,1.0,15.12,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-30,55-64,Male,901,678.0,1.33,15,9,1.02,0.64,5.76,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-09,65+,Female,1015,513.0,1.98,17,11,1.12,0.36,3.96,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-11,25-34,Female,2625,1296.0,2.03,124,55,2.08,0.43,23.65,2.0,11.82,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-25,65+,Male,948,543.0,1.75,19,9,0.93,0.53,4.77,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-11,35-44,Male,2795,1623.0,1.72,119,56,2.02,0.43,24.08,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-22,18-24,Female,2526,1669.0,1.51,60,40,1.58,0.38,15.2,1.0,15.2,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-15,25-34,Female,2503,1441.0,1.74,47,31,1.23,0.38,11.78,1.0,11.78,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-11,45-54,Male,2237,1293.0,1.73,71,47,2.08,0.55,25.85,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-27,18-24,Male,2531,1542.0,1.64,96,52,2.05,0.41,21.32,2.0,10.66,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-08,18-24,Female,1061,550.0,1.93,41,21,2.02,0.55,11.55,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-08-07,65+,Male,2044,1114.0,1.83,61,41,1.98,0.31,12.71,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-22,18-24,Female,2064,1433.0,1.44,56,34,1.66,0.44,14.96,1.0,14.96,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-08-07,65+,Female,1768,925.0,1.91,38,26,1.49,0.35,9.1,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-17,25-34,Male,2839,1768.0,1.61,62,28,0.97,0.41,11.48,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-17,18-24,Male,1818,1119.0,1.62,23,16,0.85,0.6,9.6,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-26,18-24,Female,1187,606.0,1.96,31,17,1.47,0.51,8.67,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-17,55-64,Female,1492,707.0,2.11,37,22,1.46,0.49,10.78,1.0,10.78,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-08,18-24,Male,1482,1051.0,1.41,66,30,2.02,0.62,18.6,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-06,25-34,Male,3772,2128.0,1.77,123,69,1.84,0.47,32.43,2.0,16.21,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-08-31,45-54,Female,2130,1331.0,1.6,86,43,2.02,0.39,16.77,1.0,16.77,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-28,25-34,Female,2402,1331.0,1.8,65,36,1.52,0.44,15.84,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-21,65+,Female,826,549.0,1.5,30,16,1.88,0.49,7.84,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-06,55-64,Male,2431,1306.0,1.86,62,39,1.6,0.42,16.38,1.0,16.38,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-15,55-64,Female,1548,1025.0,1.51,58,30,1.93,0.5,15.0,1.0,15.0,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-25,18-24,Male,2007,951.0,2.11,67,32,1.59,0.41,13.12,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-05,25-34,Male,3129,1938.0,1.61,83,41,1.31,0.52,21.32,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-21,25-34,Male,4216,2225.0,1.89,117,64,1.52,0.38,24.32,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-23,65+,Female,1357,1034.0,1.31,48,23,1.69,0.43,9.89,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-09,55-64,Male,2043,1474.0,1.39,34,24,1.16,0.48,11.52,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-04,25-34,Female,3802,2357.0,1.61,60,37,0.98,0.39,14.43,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-01,55-64,Male,2067,1293.0,1.6,50,24,1.14,0.64,15.36,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-26,45-54,Male,2171,1376.0,1.58,59,38,1.74,0.34,12.92,1.0,12.92,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-26,55-64,Female,2588,1409.0,1.84,68,34,1.31,0.44,14.96,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-22,18-24,Male,2188,1042.0,2.1,58,27,1.24,0.47,12.69,1.0,12.69,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-29,55-64,Female,1987,977.0,2.03,59,38,1.9,0.35,13.3,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-04,65+,Male,987,506.0,1.95,29,19,1.97,0.44,8.36,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-26,25-34,Female,3654,1763.0,2.07,146,73,1.99,0.45,32.85,2.0,16.43,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-04,25-34,Female,4353,2170.0,2.01,132,71,1.63,0.49,34.79,2.0,17.39,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-07-02,45-54,Female,2633,1259.0,2.09,76,38,1.45,0.65,24.7,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-07-02,65+,Female,1137,691.0,1.65,28,15,1.31,0.54,8.1,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-01,45-54,Male,1202,572.0,2.1,25,15,1.26,0.54,8.1,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-30,18-24,Male,2929,2093.0,1.4,89,41,1.4,0.44,18.04,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-04,35-44,Female,1290,736.0,1.75,33,16,1.24,0.69,11.04,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-21,25-34,Female,2568,1202.0,2.14,59,35,1.37,0.43,15.05,1.0,15.05,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-08-29,55-64,Male,2358,1298.0,1.82,80,44,1.87,0.48,21.12,1.0,21.12,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-16,18-24,Male,1309,809.0,1.62,49,24,1.86,0.33,7.92,1.0,7.92,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-05,55-64,Female,1130,581.0,1.94,33,18,1.57,0.59,10.62,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-08,55-64,Male,2298,1145.0,2.01,57,31,1.33,0.4,12.4,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-12,45-54,Female,1990,1144.0,1.74,62,30,1.49,0.39,11.7,1.0,11.7,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-15,35-44,Male,4502,3374.0,1.33,167,110,2.45,0.49,53.9,3.0,17.97,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-18,35-44,Male,1371,719.0,1.91,49,26,1.92,0.48,12.48,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-28,18-24,Male,2383,1313.0,1.81,68,34,1.43,0.4,13.6,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-20,35-44,Female,1421,944.0,1.51,49,24,1.71,0.57,13.68,1.0,13.68,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-02,35-44,Male,3211,1594.0,2.01,101,52,1.62,0.56,29.12,1.0,29.12,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-12,65+,Female,843,,,32,16,1.93,0.6,9.6,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-26,45-54,Male,1882,898.0,2.1,60,29,1.53,0.69,20.01,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-14,45-54,Female,2645,1212.0,2.18,83,44,1.68,0.42,18.48,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-10,35-44,Male,2220,1035.0,2.14,59,33,1.5,0.44,14.52,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-17,55-64,Male,1083,517.0,2.09,32,17,1.56,0.33,5.61,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-08-01,65+,Female,1056,739.0,1.43,27,14,1.33,0.38,5.32,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-13,45-54,Male,3354,1728.0,1.94,72,41,1.21,0.51,20.91,1.0,20.91,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-17,18-24,Female,1525,918.0,1.66,53,24,1.59,0.44,10.56,1.0,10.56,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-03,25-34,Female,2902,1566.0,1.85,101,56,1.92,0.44,24.64,1.0,24.64,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-13,35-44,Female,3431,1629.0,2.11,104,54,1.58,0.59,31.86,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-04,65+,Male,823,556.0,1.48,15,7,0.89,0.55,3.85,,,
